text_cleaned,true_label,predicted_label,error_type
оператор кыздардын даустары зын зын жай асыкпай осы жануар сияктыма асыкпай сойлейди,0,1,false_positive
оншақатты емес,0,1,false_positive
қазақшасы қайда,1,0,false_negative
билет бағасы өте қымбат екен,1,0,false_negative
ең соңынан санағанда бірінші орын,0,1,false_positive
өте күшті приложение маған қатты ұнады,0,1,false_positive
ең бастысы иә сөзін жазып үйреніңіздер қосымшаға тіпті кірмедім аты қате жазылғандықтан,0,1,false_positive
өте 100,0,1,false_positive
ққооттааққ,0,1,false_positive
ойналмады,0,1,false_positive
сұрақ неге 5 аударылмайды,1,0,false_negative
заказдары ешқашан уақытында дайын болмайды,0,1,false_positive
сайтқа қалай тіркелеміз,1,0,false_negative
мен түсте тартқам тартылды енді неге кірмей жатр,1,0,false_negative
қоса алмадм,0,1,false_positive
күшті бірақ бір минусы өзі қоқтырғызат,0,1,false_positive
менде негізі youtube бар мен оны жаңартып жатырмын жақсы ғой деймін,0,1,false_positive
досымда шакырып едим промокод аркылы 50 поинт келмеди,0,1,false_positive
wi fi регистрациядан өткеннен кейін жолаушыларға қолжетімді болу керек күту залында отырған жолаушыларға,0,1,false_positive
интернет жок сол ушн ойнайм,1,0,false_negative
сразу регистрация жасаганнан кейн бирден карточка ашылды керемет приложения,1,0,false_negative
жүктеліп жатыр тегін ба,1,0,false_negative
неге соншама қымбат америка емес қой орташа бір сауық орталығы,0,1,false_positive
